run_id,version,artifact_version,suite,case_id,is_multiturn,case_failure_type,observed_mismatch,expected_tool,actual_tool,passed,routing_correct,args_correct,failures
v0_B_base_groq_20260729T150815954810,v0,v0+pf0c107a9d7a1+tec83d5b07079,base,R11_missing_url,False,missing_info,provider_error,clarify,,False,False,False,"RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kcnaxwkgeb48zwrp59sqcpjg` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5885, Requested 1544. Please try again in 14.29s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
v0_B_base_groq_20260729T150815954810,v0,v0+pf0c107a9d7a1+tec83d5b07079,base,R12_confirm_before_send,False,wrong_boundary,provider_error,clarify,,False,False,False,"RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kcnaxwkgeb48zwrp59sqcpjg` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5900, Requested 1540. Please try again in 14.399999999s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
v0_B_base_groq_20260729T150815954810,v0,v0+pf0c107a9d7a1+tec83d5b07079,base,R13_parallel_web_and_tweets,False,wrong_tool,provider_error,lookup|social_search,,False,False,False,"RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kcnaxwkgeb48zwrp59sqcpjg` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5902, Requested 1538. Please try again in 14.399999999s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
v0_B_base_groq_20260729T150815954810,v0,v0+pf0c107a9d7a1+tec83d5b07079,base,R14_out_of_scope_coding,False,out_of_scope,unexpected_tool_call,no_tool,lookup|format|send,False,False,False,expected no tool call
v0_B_base_groq_20260729T150815954810,v0,v0+pf0c107a9d7a1+tec83d5b07079,base,M01_clarify_then_fill,True,missing_info,provider_error,timeline,,False,False,False,"RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kcnaxwkgeb48zwrp59sqcpjg` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5749, Requested 1614. Please try again in 13.629999999s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
v0_B_base_groq_20260729T150815954810,v0,v0+pf0c107a9d7a1+tec83d5b07079,base,M02_carryover_timeframe,True,wrong_arg_value,provider_error,lookup,,False,False,False,"RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kcnaxwkgeb48zwrp59sqcpjg` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5813, Requested 1768. Please try again in 15.81s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
v0_B_base_groq_20260729T150815954810,v0,v0+pf0c107a9d7a1+tec83d5b07079,base,M03_correction_handle,True,wrong_arg_value,provider_error,timeline,,False,False,False,"RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kcnaxwkgeb48zwrp59sqcpjg` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5323, Requested 1771. Please try again in 10.94s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
v0_B_base_groq_20260729T150815954810,v0,v0+pf0c107a9d7a1+tec83d5b07079,base,M04_clarify_then_url,True,missing_info,provider_error,fetch,,False,False,False,"RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kcnaxwkgeb48zwrp59sqcpjg` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5724, Requested 1768. Please try again in 14.92s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
v0_B_base_groq_20260729T150815954810,v0,v0+pf0c107a9d7a1+tec83d5b07079,base,M05_correction_limit,True,wrong_arg_value,provider_error,timeline,,False,False,False,"RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kcnaxwkgeb48zwrp59sqcpjg` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5849, Requested 1622. Please try again in 14.71s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
v0_B_base_groq_20260729T150815954810,v0,v0+pf0c107a9d7a1+tec83d5b07079,base,M06_switch_tool,True,wrong_tool,provider_error,lookup,,False,False,False,"RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kcnaxwkgeb48zwrp59sqcpjg` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 4297, Requested 1774. Please try again in 710ms. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
v0_B_base_groq_20260729T151019132395,v0,v0+pf0c107a9d7a1+tec83d5b07079,base,R01_user_tweets_routing,False,wrong_tool,wrong_arg_value,timeline,timeline,False,True,False,"screenname: expected 'sama', got 'SamAltman'"
v0_B_base_groq_20260729T151019132395,v0,v0+pf0c107a9d7a1+tec83d5b07079,base,R02_search_tweets_routing,False,wrong_tool,missing_tool_call,social_search,timeline,False,False,False,missing tool call social_search; extra tool call timeline
v0_B_base_groq_20260729T151019132395,v0,v0+pf0c107a9d7a1+tec83d5b07079,base,R03_web_news_routing,False,wrong_tool,wrong_arg_value,lookup,lookup,False,True,False,"query: expected 'AI', got 'tin tức AI hôm nay'"
v0_B_base_groq_20260729T151019132395,v0,v0+pf0c107a9d7a1+tec83d5b07079,base,R04_read_url_routing,False,wrong_tool,,fetch,fetch,True,True,True,
v0_B_base_groq_20260729T151019132395,v0,v0+pf0c107a9d7a1+tec83d5b07079,base,R05_limit_arg,False,wrong_arg_value,,timeline,timeline,True,True,True,
v0_B_base_groq_20260729T151019132395,v0,v0+pf0c107a9d7a1+tec83d5b07079,base,R06_timeframe_arg,False,wrong_arg_value,wrong_arg_value,lookup,lookup,False,True,False,"topic: expected 'news', got 'general'"
v0_B_base_groq_20260729T151019132395,v0,v0+pf0c107a9d7a1+tec83d5b07079,base,R07_search_type_arg,False,wrong_arg_value,provider_error,social_search,,False,False,False,"RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kcnaxwkgeb48zwrp59sqcpjg` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 4507, Requested 1549. Please try again in 560ms. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
v0_B_base_groq_20260729T151019132395,v0,v0+pf0c107a9d7a1+tec83d5b07079,base,R08_out_of_scope,False,out_of_scope,provider_error,no_tool,,False,False,False,"BadRequestError: Error code: 400 - {'error': {'message': ""Failed to call a function. Please adjust your prompt. See 'failed_generation' for more details."", 'type': 'invalid_request_error', 'code': 'tool_use_failed', 'failed_generation': '<function=lookup>{""query"": ""nguyên hàm của x^2"", ""topic"": ""general""}'}}"
v0_B_base_groq_20260729T151019132395,v0,v0+pf0c107a9d7a1+tec83d5b07079,base,R09_no_tool_capability,False,unnecessary_tool,provider_error,no_tool,,False,False,False,"RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kcnaxwkgeb48zwrp59sqcpjg` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5735, Requested 1688. Please try again in 14.23s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
v0_B_base_groq_20260729T151019132395,v0,v0+pf0c107a9d7a1+tec83d5b07079,base,R10_missing_handle,False,missing_info,missing_tool_call,clarify,timeline,False,False,False,missing tool call clarify; extra tool call timeline
v0_B_base_groq_20260729T151019132395,v0,v0+pf0c107a9d7a1+tec83d5b07079,base,R11_missing_url,False,missing_info,missing_tool_call,clarify,fetch,False,False,False,missing tool call clarify; extra tool call fetch
v0_B_base_groq_20260729T151019132395,v0,v0+pf0c107a9d7a1+tec83d5b07079,base,R12_confirm_before_send,False,wrong_boundary,missing_tool_call,clarify,send,False,False,False,missing tool call clarify; extra tool call send
v0_B_base_groq_20260729T151019132395,v0,v0+pf0c107a9d7a1+tec83d5b07079,base,R13_parallel_web_and_tweets,False,wrong_tool,wrong_arg_value,lookup|social_search,lookup|social_search,False,True,False,"query: expected 'AI', got 'tin AI hôm nay'"
v0_B_base_groq_20260729T151019132395,v0,v0+pf0c107a9d7a1+tec83d5b07079,base,R14_out_of_scope_coding,False,out_of_scope,provider_error,no_tool,,False,False,False,"RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kcnaxwkgeb48zwrp59sqcpjg` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5199, Requested 1546. Please try again in 7.449999999s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
v0_B_base_groq_20260729T151019132395,v0,v0+pf0c107a9d7a1+tec83d5b07079,base,M01_clarify_then_fill,True,missing_info,,timeline,timeline,True,True,True,
v0_B_base_groq_20260729T151019132395,v0,v0+pf0c107a9d7a1+tec83d5b07079,base,M02_carryover_timeframe,True,wrong_arg_value,provider_error,lookup,,False,False,False,"RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kcnaxwkgeb48zwrp59sqcpjg` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5697, Requested 1626. Please try again in 13.23s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
v0_B_base_groq_20260729T151019132395,v0,v0+pf0c107a9d7a1+tec83d5b07079,base,M03_correction_handle,True,wrong_arg_value,provider_error,timeline,,False,False,False,"RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kcnaxwkgeb48zwrp59sqcpjg` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5724, Requested 1626. Please try again in 13.5s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
v0_B_base_groq_20260729T151019132395,v0,v0+pf0c107a9d7a1+tec83d5b07079,base,M04_clarify_then_url,True,missing_info,provider_error,fetch,,False,False,False,"RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kcnaxwkgeb48zwrp59sqcpjg` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5831, Requested 1768. Please try again in 15.99s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
v0_B_base_groq_20260729T151019132395,v0,v0+pf0c107a9d7a1+tec83d5b07079,base,M05_correction_limit,True,wrong_arg_value,provider_error,timeline,,False,False,False,"RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kcnaxwkgeb48zwrp59sqcpjg` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5463, Requested 1767. Please try again in 12.299999999s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
v0_B_base_groq_20260729T151019132395,v0,v0+pf0c107a9d7a1+tec83d5b07079,base,M06_switch_tool,True,wrong_tool,provider_error,lookup,,False,False,False,"RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kcnaxwkgeb48zwrp59sqcpjg` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5866, Requested 1774. Please try again in 16.399999999s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
v0_B_base_groq_20260729T151254351622,v0,v0+pf0c107a9d7a1+tec83d5b07079,base,R01_user_tweets_routing,False,wrong_tool,wrong_arg_value,timeline,timeline,False,True,False,"screenname: expected 'sama', got 'SamAltman'"
v0_B_base_groq_20260729T151254351622,v0,v0+pf0c107a9d7a1+tec83d5b07079,base,R02_search_tweets_routing,False,wrong_tool,provider_error,social_search,,False,False,False,"RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kcnaxwkgeb48zwrp59sqcpjg` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5787, Requested 1709. Please try again in 14.96s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
v0_B_base_groq_20260729T151254351622,v0,v0+pf0c107a9d7a1+tec83d5b07079,base,R03_web_news_routing,False,wrong_tool,wrong_arg_value,lookup,lookup,False,True,False,"query: expected 'AI', got 'tin tức AI hôm nay'"
v0_B_base_groq_20260729T151254351622,v0,v0+pf0c107a9d7a1+tec83d5b07079,base,R04_read_url_routing,False,wrong_tool,provider_error,fetch,,False,False,False,"RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kcnaxwkgeb48zwrp59sqcpjg` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 4370, Requested 1713. Please try again in 830ms. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
v0_B_base_groq_20260729T151254351622,v0,v0+pf0c107a9d7a1+tec83d5b07079,base,R05_limit_arg,False,wrong_arg_value,,timeline,timeline,True,True,True,
v0_B_base_groq_20260729T151254351622,v0,v0+pf0c107a9d7a1+tec83d5b07079,base,R06_timeframe_arg,False,wrong_arg_value,wrong_arg_value,lookup,lookup,False,True,False,"topic: expected 'news', got 'general'"
v0_B_base_groq_20260729T151254351622,v0,v0+pf0c107a9d7a1+tec83d5b07079,base,R07_search_type_arg,False,wrong_arg_value,missing_tool_call,social_search,timeline,False,False,False,missing tool call social_search; extra tool call timeline
v0_B_base_groq_20260729T151254351622,v0,v0+pf0c107a9d7a1+tec83d5b07079,base,R08_out_of_scope,False,out_of_scope,provider_error,no_tool,,False,False,False,"BadRequestError: Error code: 400 - {'error': {'message': ""Failed to call a function. Please adjust your prompt. See 'failed_generation' for more details."", 'type': 'invalid_request_error', 'code': 'tool_use_failed', 'failed_generation': '<function=lookup>{""query"": ""nguyên hàm của x^2"", ""topic"": ""general""}'}}"
v0_B_base_groq_20260729T151254351622,v0,v0+pf0c107a9d7a1+tec83d5b07079,base,R09_no_tool_capability,False,unnecessary_tool,unexpected_tool_call,no_tool,send,False,False,False,expected no tool call
v0_B_base_groq_20260729T151254351622,v0,v0+pf0c107a9d7a1+tec83d5b07079,base,R10_missing_handle,False,missing_info,missing_tool_call,clarify,timeline,False,False,False,missing tool call clarify; extra tool call timeline
v0_B_base_groq_20260729T151254351622,v0,v0+pf0c107a9d7a1+tec83d5b07079,base,R11_missing_url,False,missing_info,missing_tool_call,clarify,fetch,False,False,False,missing tool call clarify; extra tool call fetch
v0_B_base_groq_20260729T151254351622,v0,v0+pf0c107a9d7a1+tec83d5b07079,base,R12_confirm_before_send,False,wrong_boundary,missing_tool_call,clarify,send,False,False,False,missing tool call clarify; extra tool call send
v0_B_base_groq_20260729T151254351622,v0,v0+pf0c107a9d7a1+tec83d5b07079,base,R13_parallel_web_and_tweets,False,wrong_tool,provider_error,lookup|social_search,,False,False,False,"RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kcnaxwkgeb48zwrp59sqcpjg` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5729, Requested 1518. Please try again in 12.47s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
v0_B_base_groq_20260729T151254351622,v0,v0+pf0c107a9d7a1+tec83d5b07079,base,R14_out_of_scope_coding,False,out_of_scope,unexpected_tool_call,no_tool,lookup|format|send,False,False,False,expected no tool call
v0_B_base_groq_20260729T151254351622,v0,v0+pf0c107a9d7a1+tec83d5b07079,base,M01_clarify_then_fill,True,missing_info,provider_error,timeline,,False,False,False,"RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kcnaxwkgeb48zwrp59sqcpjg` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5657, Requested 1773. Please try again in 14.3s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
v0_B_base_groq_20260729T151254351622,v0,v0+pf0c107a9d7a1+tec83d5b07079,base,M02_carryover_timeframe,True,wrong_arg_value,missing_tool_call,lookup,timeline,False,False,False,missing tool call lookup; extra tool call timeline
v0_B_base_groq_20260729T151254351622,v0,v0+pf0c107a9d7a1+tec83d5b07079,base,M03_correction_handle,True,wrong_arg_value,provider_error,timeline,,False,False,False,"RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kcnaxwkgeb48zwrp59sqcpjg` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5649, Requested 1625. Please try again in 12.74s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
v0_B_base_groq_20260729T151254351622,v0,v0+pf0c107a9d7a1+tec83d5b07079,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v0_B_base_groq_20260729T151254351622,v0,v0+pf0c107a9d7a1+tec83d5b07079,base,M05_correction_limit,True,wrong_arg_value,provider_error,timeline,,False,False,False,"RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kcnaxwkgeb48zwrp59sqcpjg` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5705, Requested 1767. Please try again in 14.719999999s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
v0_B_base_groq_20260729T151254351622,v0,v0+pf0c107a9d7a1+tec83d5b07079,base,M06_switch_tool,True,wrong_tool,provider_error,lookup,,False,False,False,"RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kcnaxwkgeb48zwrp59sqcpjg` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5785, Requested 1774. Please try again in 15.59s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
v0_B_base_groq_20260729T151258218353,v0,v0+pf0c107a9d7a1+tec83d5b07079,base,R01_user_tweets_routing,False,wrong_tool,provider_error,timeline,,False,False,False,"RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kcnaxwkgeb48zwrp59sqcpjg` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 4469, Requested 1705. Please try again in 1.74s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
v0_B_base_groq_20260729T151258218353,v0,v0+pf0c107a9d7a1+tec83d5b07079,base,R02_search_tweets_routing,False,wrong_tool,provider_error,social_search,,False,False,False,"RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kcnaxwkgeb48zwrp59sqcpjg` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 4444, Requested 1709. Please try again in 1.529999999s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
v0_B_base_groq_20260729T151258218353,v0,v0+pf0c107a9d7a1+tec83d5b07079,base,R03_web_news_routing,False,wrong_tool,provider_error,lookup,,False,False,False,"RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kcnaxwkgeb48zwrp59sqcpjg` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 4413, Requested 1706. Please try again in 1.19s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
v0_B_base_groq_20260729T151258218353,v0,v0+pf0c107a9d7a1+tec83d5b07079,base,R04_read_url_routing,False,wrong_tool,provider_error,fetch,,False,False,False,"RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kcnaxwkgeb48zwrp59sqcpjg` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 4384, Requested 1713. Please try again in 970ms. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
v0_B_base_groq_20260729T151258218353,v0,v0+pf0c107a9d7a1+tec83d5b07079,base,R05_limit_arg,False,wrong_arg_value,,timeline,timeline,True,True,True,
v0_B_base_groq_20260729T151258218353,v0,v0+pf0c107a9d7a1+tec83d5b07079,base,R06_timeframe_arg,False,wrong_arg_value,provider_error,lookup,,False,False,False,"RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kcnaxwkgeb48zwrp59sqcpjg` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5831, Requested 1702. Please try again in 15.33s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
v0_B_base_groq_20260729T151258218353,v0,v0+pf0c107a9d7a1+tec83d5b07079,base,R07_search_type_arg,False,wrong_arg_value,provider_error,social_search,,False,False,False,"RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kcnaxwkgeb48zwrp59sqcpjg` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5791, Requested 1708. Please try again in 14.99s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
v0_B_base_groq_20260729T151258218353,v0,v0+pf0c107a9d7a1+tec83d5b07079,base,R08_out_of_scope,False,out_of_scope,provider_error,no_tool,,False,False,False,"RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kcnaxwkgeb48zwrp59sqcpjg` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5766, Requested 1549. Please try again in 13.15s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
v0_B_base_groq_20260729T151258218353,v0,v0+pf0c107a9d7a1+tec83d5b07079,base,R09_no_tool_capability,False,unnecessary_tool,provider_error,no_tool,,False,False,False,"RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kcnaxwkgeb48zwrp59sqcpjg` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5730, Requested 1688. Please try again in 14.18s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
v0_B_base_groq_20260729T151258218353,v0,v0+pf0c107a9d7a1+tec83d5b07079,base,R10_missing_handle,False,missing_info,provider_error,clarify,,False,False,False,"RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kcnaxwkgeb48zwrp59sqcpjg` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5699, Requested 1557. Please try again in 12.56s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
v0_B_base_groq_20260729T151258218353,v0,v0+pf0c107a9d7a1+tec83d5b07079,base,R11_missing_url,False,missing_info,provider_error,clarify,,False,False,False,"RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kcnaxwkgeb48zwrp59sqcpjg` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5676, Requested 1703. Please try again in 13.79s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
